Name,MedNet Code,Address,City,Web Site,Phone,Insurance Plan,Hcfa Type,Edi Service
ADDOLORATA VILLA,537,555 MCHENRY RD ATTN: J STENDER,"60090 WHEELING, IL",,(847) 537-2900,N/A,HCFA1500 12-02,
ADECCO,0850,509 N LAFAYETTE,"61455 MACOMB, IL",,,N/A,HCFA1500 12-02,
ADEL WHOLESALERS/USEW02928,W1436,1101 STATE ST,"52722 BETTENDORF, IA",,(563) 529-1436,WORKERS COMPENSATION,HCFA1500 12-02,
"ADIN HEALTHCARE, LLC",W5470,PO BOX 547,"37024 BRENTWOOD, TN",,(615) 221-2610,WORKERS COMPENSATION,HCFA1500 12-02,
ADJUSTABLE FORM INC,4084,ONE EAST PROGRESS ROAD,"60148 LOMBARD, IL",,(630) 953-8700,WORKERS COMPENSATION,HCFA1500 12-02,
ADLER & ADLER,A0134,134 N LASALLE SE STE 1410,"60602 CHICAGO, IL",,(312) 443-1488,LITIGATION,HCFA1500 12-02,
ADLER FIRM,A0410,PO BOX 410,"49636 GLEN ARBOR, MI",,(231) 943-2300,LITIGATION,HCFA1500 12-02,
ADM,W4666,4666 FAIRIES PKWY,"62526 DECATUR, IL",,(217) 424-5200,WORKERS COMPENSATION,HCFA1500 12-02,
ADM BILLING C/O DEREK LIVINGSTON,606072,1300 W CAROL AVE,"60607 CHICAGO, IL",,(312) 666-2465,N/A,HCFB1500 12-02,
ADMINASTAR,14548,PO BOX 145482,"45250 CINCINNATI, OH",,,N/A,HCFA1500 12-02,
ADMINISTRATED BY AFFINITY,30015,300 S WACKER DR,"60606 CHICAGO, IL",,(800) 621-0748,N/A,HCFA1500 12-02,
ADMINISTRATIVE CONCEPT INC,0997,994 OLD EAGLE SCHOOL RD,"19087 WAYNE, PA",,(888) 293-9229,N/A,HCFA1500 12-02,CLAIM-MD
ADMINISTRATIVE CONCEPTS,994,994 OLD EAGLE SCHOOL RD. ,"19087 WAYNE, PA",,(610) 293-9229,N/A,HCFA1500 12-02,CLAIM-MD
ADMINISTRATIVE CONCEPTS INC,400001,PO BOX 4000,"19426 COLLEGEVILLE, PA",,(800) 565-6053,FIRST HEALTH,HCFA1500 12-02,CLAIM-MD
ADMINISTRATIVE RISK SERVICES,W8970,8970 W 35 W SERVICE DR NE,"55449 MINNEAPOLIS, MN",,(763) 231-0050,WORKERS COMPENSATION,HCFA1500 12-02,
ADMINISTRATIVE SERVICE INC,8390,PO BOX 839000 ,"33283 MIAMI, FL",,(305) 595-4040,N/A,HCFA1500 12-02,
ADMINISTRATIVE SERVICES,60046,36816 DEERVIEW DRIVE ,"60046 LAKE VILLA, IL",,(847) 265-6772,N/A,HCFA1500 12-02,
"ADMINISTRATIVE SERVICES, INC.",2187,2187 N LAKE PKWY,"30084 TUCKER, GA",,(800) 959-3953,N/A,HCFA1500 12-02,
ADMINISTRATIVE SOLUTIONS,0410,PO BOX 410,"52101 DECORAH, IA",,(563) 387-0789,N/A,HCFA1500 12-02,
"ADMINSTRATIVE SERVICES, LLC",2810,3810 PREMIERE PKWY STE 400,"30097 DULUTH, GA",,(678) 258-8230,N/A,HCFB1500 12-02,
ADMIRAL LIFE INSURANCE,861,PO BOX 10861,"33757 CLEARWATER, FL",,(866) 398-9305,N/A,HCFA1500 12-02,
ADMIRAL MECHANICAL SERVICES,W4150,4150 LTT DR,"60162 HILLSIDE, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
ADP TOTAL SOURCES,W3140,3140 CENTRAL AVE,"60085-4981 WAUKEGAN, IL",,(630) 692-7203,WORKERS COMPENSATION,HCFA1500 12-02,
ADRIAN CARRIERS ATTN W/C,WC1001,1001 E 1ST AVE,"61264 MILAN, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
ADRIAN DOMINICAN SISTERS,1257,1257 E SIENA HEIGHTS DRIVE,"49221 ADRIAN, MI",,(866) 774-0005,N/A,HCFA1500 12-02,
ADT SECURITY,W682,682 HIGH POINT LANE,"61611 EAST PEORIA, IL",,(866) 484-4176,WORKERS COMPENSATION,HCFA1500 12-02,
ADT SECURITY SERVICES,W2250,2250 W RHINEHURST AVE  STE 1,"60101 ADDISON, IL",,(800) 525-2134,WORKERS COMPENSATION,HCFA1500 12-02,
ADVA-NET,7453,PO BOX 7453,"19087 WAYNE, PA",,(855) 544-7246,WORKERS COMPENSATION,HCFA1500 12-02,
ADVANCE BRANDS  ATTN: KELLEY KONZ,W10114,101 14TH ST SE,"51041 ORANGE CITY, IA",,(712) 737-5824,WORKERS COMPENSATION,HCFA1500 12-02,
ADVANCE LANDSCAPING/WC,2933,2933 CENTRAL AVE,"60634 CHICAGO, IL",,(773) 685-6030,WORKERS COMPENSATION,HCFA1500 12-02,
ADVANCE SERVICES INC,W50801,302 E TAYLOR AVE STE A,"50801 CRESTON, IA",,(641) 782-3300,WORKERS COMPENSATION,HCFA1500 12-02,
ADVANCED  PLASTIC/WC,W725,3725 W LUNT AVE,"60712 LINCOLNWOOD, IL",,(847) 674-2070,WORKERS COMPENSATION,HCFA1500 12-02,
ADVANCED AUTO PARTS,W170,1700 DAKOTA AVE,"68776 SOUTH SIOUX CITY, NE",,(402) 494-2294,WORKERS COMPENSATION,HCFA1500 12-02,
ADVANCED BENEFIT SOLUTIONS,4034,PO BOX 71490,"85050 PHOENIX, AZ",,(888) 201-5853,UNI_COMM,HCFA1500 12-02,
ADVANCED CORRECTIONAL HEALTHCARE,3922,720 COOLSPRINGS BLVD,"37067 FRANKLIN, TN",,(309) 692-8100,N/A,HCFA1500 12-02,
ADVANCED CORRECTIONAL HEALTHCARE,370671,720 COOL SPRINGS BLVD STE 100,"37067 FRANKLIN, TN",,(309) 692-8100,N/A,HCFA1500 12-02,
ADVANCED DRAINAGE SYSTEMS,W2879,100 NE 20TH ST,"50533 EAGLE GROVE, IA",,(515) 448-5101,WORKERS COMPENSATION,HCFA1500 12-02,
ADVANCED PHYSICIANS ASSOCIATION,4402,"1240 E DIEHL RD, STE 100","60563 NAPERVILLE, IL",,(773) 374-1103,BC/BS ILLINOIS,HCFA1500 12-02,
ADVANCED UROLOGY INSTITUTE RESEARCH DEPT,32114,545 HEALTH BLVD,"32114 DAYTONA BEACH, FL",,,N/A,HCFA1500 12-02,
ADVANTAGE ADMINISTRATORS,0118,PO BOX 118,"50677 WAVERLY, IA",,(800) 383-1623,N/A,HCFA1500 12-02,
ADVANTAGE HEALTH PLANS TRUST,11341,13431 BROADWAY EXT SUITE 130,"73114 OKLAHOMA CITY, OK",,(405) 521-1711,N/A,HCFA1500 12-02,
ADVANTAGE HEALTH SOLUTIONS,502030,10100  LANTERN ROAD SUITE 130,"46037 FISHERS, IN",,(877) 660-6258,N/A,HCFA1500 12-02,
ADVANTAGE HEALTH SOLUTIONS,5034,PO BOX 503486,"46250 INDIANAPOLIS, IN",,(800) 553-8933,N/A,HCFA1500 12-02,
ADVANTAGE HEALTH SOLUTTIONS,46250,PO BOX 502090,"46250 INDIANAPOLIS, IN",,(800) 553-8933,N/A,HCFA1500 12-02,
ADVANTAGE INDUSTRIAL SYSTEM,W9320,9320 CORFAIR RD,"60423 FRANKFORT, IL",,(815) 469-6565,WORKERS COMPENSATION,HCFA1500 12-02,
"ADVANTAGE LAWN, LLC",W1637,1637 GRANT ST,"52722 BETTENDORF, IA",,(563) 355-7508,WORKERS COMPENSATION,HCFA1500 12-02,
ADVANTAGE MEDICARE CLAIMS,1851,PO BOX 310,"18512 DUNMORE, PA",,(877) 660-6258,MEDICARE REPLACEMENT,HCFA1500 12-02,
ADVANTRA FREEDOM,7154,PO BOX 7154,"40742 LONDON, KY",,(800) 713-5095,MEDICARE REPLACEMENT,HCFA1500 12-02,CLAIM-MD
ADVENT MEDICAL MANAGEMENT/WC,W208,208 S LASALLE,"60604 CHICAGO, IL",,(312) 960-5644,WORKERS COMPENSATION,HCFA1500 12-02,
ADVENTIST,619031,PO BOX 619031,"95661 ROSEVILLE, CA",,(800) 441-2524,COMMERCIAL ,HCFA1500 12-02,
ADVENTIST HEALTH SYSTEM W/C,32790,900 HOPE WAY ,"32716 ALTAMONTE SPRINGS, FL",,(866) 359-3455,WORKERS COMPENSATION,HCFA1500 12-02,
ADVENTIST RISK MANAGEMENT,4088,PO BOX 4088,"20914 SILVER SPRING, MD",,(301) 680-6886,N/A,HCFA1500 12-02,
ADVENTIST RISK MANAGEMENT,4759,PO BOX 4759,"20914 SILVER SPRING, MD",,,N/A,HCFA1500 12-02,
ADVENTIST RISK MANAGEMENT,760911,PO BOX 1808,"76099 GRAPEVINE, TX",,(800) 447-5002,WORKERS COMPENSATION,HCFA1500 12-02,
ADVENTURE STAFFING,WC509,509 DOUGLAS ST,"51101 SIOUX CITY, IA",,(712) 258-2453,WORKERS COMPENSATION,HCFA1500 12-02,
ADVISORY HEALTH & WELLNESS,21022,PO BOX 21022,"55121 EAGAN, MN",,(855) 538-4474,N/A,HCFA1500 12-02,
ADVOCARE,3085,25001 EMERY ROAD ,"44128 CLEVELAND, OH",,(800) 659-4025,WORKERS COMPENSATION,HCFA1500 12-02,
ADVOCARE HEALTHCARE,8000,PO BOX 8000,"54449 MARSHFIELD, WI",,,N/A,HCFA1500 12-02,
ADVOCATE ACCOUNTABLE CARE,1375,1375 E WOODFIELD ROAD STE 600,"60173 SCHAUMBURG, IL",,(855) 260-0996,MEDICAID ILLINOIS,HCFB1500 12-02,
ADVOCATE AURORA HEALTH,0299,USE MEDNET 0011,"60056 MOUNT PROSPECT, IL",,(847) 298-6000,ADVOCATE HEALTH CENTERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE AURORA HEALTH INC ATTN JAN LEWIS,S3075,USE MEDNET 0011,"60515 DOWNERS GROVE, IL",,,BC/BS HMO,HCFA1500 12-02,
ADVOCATE BLUE CARE DIRECT,003D,USE MEDNET 0011,"60056 MOUNT PROSPECT, IL",,(847) 298-6000,ADVOCATE BLUE CARE DIRECT,HCFA1500 12-02,CLAIM-MD
ADVOCATE BROMENN CHARITY CARE,1304,USE MEDNET 0011,"61761 NORMAL, IL",,(309) 454-1400,ADVOCATE HEALTH PARTNERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE CHRIST HOSP PHYS PARTNERS,0379,USE MEDNET 0011,"55121 EAGAN, MN",,(847) 298-6000,ADVOCATE HEALTH CENTERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE CHRIST/WC,W440,USE MEDNET 0011,"60453 OAK LAWN, IL",,(708) 684-2051,WORKERS COMPENSATION,HCFA1500 12-02,
ADVOCATE CONDELL PHYS PRTNRS,1464,USE MEDNET 0011,"55121 EAGAN, MN",,(847) 298-6000,ADVOCATE HEALTH PARTNERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE DREYER,1877,USE MEDNET 0011,"60056 MOUNT PROSPECT, IL",,(847) 298-6000,DREYER MEDICAL,HCFA1500 12-02,CLAIM-MD
ADVOCATE EVERGREEN,1357,USE MEDNET 0011,"60643 CHICAGO, IL",,(773) 238-0800,ADVOCATE HEALTH CENTERS,HCFA1500 12-02,
ADVOCATE GOOD SAMARITAN,4155,USE MEDNET 0011,"55121 EAGAN, MN",,(847) 298-6000,ADVOCATE HEALTH PARTNERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE GOOD SHEPHERD PHYS ,0430,USE MEDNET 0011,"55121 EAGAN, MN",,(847) 298-6000,ADVOCATE HEALTH PARTNERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE HEALTH ,9754,USE MEDNET 0011,"60639 CHICAGO, IL",,(773) 836-3000,ADVOCATE HEALTH CENTERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE HEALTH ,60673,21014 NETWORK PLACE,"60673-4968 CHICAGO, IL",,(312) 842-7117,ADVOCATE HEALTH CENTERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE HEALTH CENTERS,0011,PO BOX 211286,"55121 EAGAN, MN",,(847) 298-6000,ADVOCATE HEALTH CENTERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE HEALTH CENTERS,14601A,USE MEDNET 0011,"60056 MT PROSPECT, IL",,(847) 298-6000,ADVOCATE HEALTH CENTERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE HEALTH CENTERS,0589,PO BOX 0589,"60056 MOUNT PROSPECT, IL",,(847) 699-4351,ADVOCATE HEALTH CENTERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE HEALTH CT SYKES,60656,USE MEDNET 0011,"60616-5059 CHICAGO, IL",,(312) 842-7117,ADVOCATE HEALTH CENTERS,HCFA1500 12-02,
ADVOCATE HEALTH FRANKFORT,4243,USE MEDNET 0011,"60523 OAK BROOK, IL",,(815) 464-3474,ADVOCATE HEALTH CENTERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE HEALTH PARTNERS -  WELLCARE IPA,00111,PO BOX 211286,"55121 EAGAN, MN",,(833) 444-9088,ADVOCATE HEALTH PARTNERS,HCFA1500 12-02,
ADVOCATE HEALTHCARE,W3075,3075 HIGHLAND PKWY - W/C 4TH FLR,"60515 DOWNERS GROVE, IL",,(630) 929-8176,WORKERS COMPENSATION,HCFA1500 12-02,
ADVOCATE HEALTHCARE-W/C,WC20,3075 HIGHLAND PLWY STE 600,"60515 DOWNERS GROVE, IL",,(630) 572-9393,WORKERS COMPENSATION,HCFA1500 12-02,
ADVOCATE HOSPICE,1441,USE MEDNET 0011,"60148 LOMBARD, IL",,(630) 963-6800,ADVOCATE HEALTH CENTERS,HCFA1500 12-02,
ADVOCATE HUMANA,0010,PO BOX 0838,"60056 MOUNT PROSPECT, IL",,(847) 298-6000,HUMANA,HCFA1500 12-02,CLAIM-MD
ADVOCATE ILLINOIS MASONIC,W1101,USE MEDNET 0011,"60173 SCHAUMBURG, IL",,(847) 273-0469,WORKERS COMPENSATION,HCFA1500 12-02,
ADVOCATE ILLINOIS MASONIC,CAA PACKAGE,USE MEDNET 0011,"60657 CHICAGO, IL",,(773) 975-1600,SELF PAY PACKAGES,HCFA1500 12-02,
ADVOCATE ILLINOIS MASONIC PARTNERS #357,0503,USE MEDNET 0011,"55121 EAGAN, MN",,(847) 298-6000,ADVOCATE HEALTH PARTNERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE LUTHERAN GENERAL HEALTH ,05466,USE MEDNET 0011,"60169 HOFFMAN ESTATES, IL",,(847) 699-4310,BC/BS HMO,HCFA1500 12-02,CLAIM-MD
ADVOCATE LUTHERAN GENERAL PHYSICIAN PARTNERS,0546,USE MEDNET 0011,"55121 EAGAN, MN",,(847) 298-6000,ADVOCATE HEALTH CENTERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE PHYSICIAN PARTNERS,03578,USE MEDNET 0011,"55121 EAGAN, MN",,(847) 298-6000,ADVOCATE HEALTH PARTNERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE PHYSICIANS ,60056,PO BOX 0930,"60056 MOUNT PROSPECT, IL",,(847) 298-6000,MEDICARE REPLACEMENT,HCFA1500 12-02,
ADVOCATE PHYSICIANS ,3003,USE MEDNET 0011,"60056 MOUNT PROSPECT, IL",,(847) 298-6000,HMO COMMERCIAL,HCFA1500 12-02,CLAIM-MD
ADVOCATE SHERMAN PHYSICIANS PARTNERS,9344,USE MEDNET 0011,"55121 EAGAN, MN",,(847) 298-6000,ADVOCATE HEALTH PARTNERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE SO SUB PHYSICIAN,0868,USE MEDNET 0011,"55121 EAGAN, MN",,(847) 298-6000,BC/BS HMO,HCFA1500 12-02,CLAIM-MD
ADVOCATE SO SUBURBAN PHYSICIAN PARTNERS,170111,USE MEDNET 0011,"60008 ROLLING MEADOWS, IL",,(847) 699-4310,ADVOCATE HEALTH PARTNERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE SOUTH HOLLAND,9898,USE MEDNET 0011,"60473 SOUTH HOLLAND, IL",,(708) 730-2200,ADVOCATE HEALTH PARTNERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE TRINITY HOSPITAL,W2320,2320 E 93RD ST,"60621 CHICAGO, IL",,(773) 967-5096,WORKERS COMPENSATION,HCFA1500 12-02,
ADVOCATE TRINITY PHYSICIAN PARTNERS,0377,USE MEDNET 0011,"55121 EAGAN, MN",,(847) 298-6000,ADVOCATE HEALTH PARTNERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE-BURBANK HEALTH CTR,490,USE MEDNET 0011,"60459 BURBANK, IL",,(708) 499-1545,ADVOCATE HEALTH CENTERS,HCFA1500 12-02,CLAIM-MD
ADVOCATE-WORKERS COMP,W205,USE MEDNET 0011,"60068 PARK RIDGE, IL",,(847) 384-3772,WORKERS COMPENSATION,HCFA1500 12-02,
AECOM  W/C,W7520,750 CORPORATE WOODS PKWY,"60061 VERNON HILLS, IL",,(847) 279-2500,WORKERS COMPENSATION,HCFA1500 12-02,
AEGIS CORP,53045,18550 W CAPITOL DRIVE ,"53045 BROOKFIELD, WI",,(800) 236-6885,WORKERS COMPENSATION,HCFA1500 12-02,
AEGIS GROUP,14025,PO BOX 14025,"19612 READING, PA",,(800) 498-8832,N/A,HCFA1500 12-02,
AERO MEXICO,W13405,3663 N.S. HOUSTON PKWY E  STE 500,"77032 HOUSTON, TX",,(281) 372-3425,WORKERS COMPENSATION,HCFA1500 12-02,
AERO SPECIAL ED,W7600,7600 S MASON AVE,"60459 BURBANK, IL",,(708) 496-3330,WORKERS COMPENSATION,HCFA1500 12-02,
AEROTEK,W16150,1615 COMMERCE,"61704 BLOOMINGTON, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
AEROTEK,W7545,7545 ASHWORTH RD SUITE 200,"50266 WEST DES MOINES, IA",,(844) 884-3119,WORKERS COMPENSATION,HCFA1500 12-02,
AESTHETISURE ,AEST,PO BOX 419797,"64141 KANSAS CITY, MO",,(816) 216-5207,N/A,HCFA1500 12-02,
AETNA,981107,PO BOX 981107,"79998 EL PASO, TX",,(800) 859-8481,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA ,4012,PO BOX 981114,"79998 EL PASO, TX",,(888) 832-3862,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA ,49644,PO BOX 100,"49644 IRONS, MI",,,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA,2555,PO BOX 2555,"46801 FORT WAYNE, IN",,,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA,2295,PO BOX 2295,"46801 FORT WAYNE, IN",,(800) 348-0828,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA ,23759,PO BOX 23759,"29224 COLUMBIA, SC",,(888) 772-9682,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA,064,PO BOX 26107,"27402 GREENSBORO, NC",www.aetna.com,(800) 967-7100,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA,088541,1 SCARRLET KNIGHT,"08854 PISCATAWAY, NJ",,(732) 445-6261,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA,1827,PO BOX 182735,"43218 COLUMBUS, OH",,,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA AFFORDABLE HEALTH CHOICES,2375,PO BOX 14079,"40512 LEXINGTON, KY",,(888) 772-9682,AETNA,HCFA1500 12-02,
AETNA AMERICAN CONTINENTAL ,50083,PO BOX 5008,"37024 BRENTWOOD, TN",,(800) 264-4000,MEDICARE SECONDARY,HCFA1500 12-02,
AETNA BETTER HEALTH,60938,PO BOX 63518,"85082 PHOENIX, AZ",,(866) 329-4701,MEDICAID HMO,HCFA1500 12-02,
AETNA BETTER HEALTH,62198,PO BOX 62198,"85082 PHOENIX, AZ",,,MEDICAID HMO,HCFA1500 12-02,CLAIM-MD
AETNA BETTER HEALTH FLORIDA,982960,PO BOX 982960,"79998 EL PASO, TX",,,MEDICAID HMO,HCFA1500 12-02,CLAIM-MD
AETNA BETTER HEALTH MO,65855,PO BOX 65855,"85082 PHOENIX, AZ",,,MEDICAID HMO,HCFA1500 12-02,CLAIM-MD
AETNA BETTER HEALTH NEBRASKA,63188,PO BOX 63188,"85082 PHOENIX, AZ",,(888) 784-2693,MEDICAID NEBRASKA,HCFA1500 12-02,CLAIM-MD
AETNA BETTER HEALTH OF KANSAS,61838,PO BOX 982961,"79998 EL PASO, TX",,(855) 221-5656,MEDICAID KANSAS,HCFA1500 12-02,CLAIM-MD
AETNA BETTER HEALTH OF LA,61808,PO BOX 61808,"85082 PHOENIX, AZ",,(855) 242-0802,MEDICAID LOUISIANA HMO,HCFA1500 12-02,CLAIM-MD
AETNA BETTER HEALTH OF MICHIGAN,66215,PO BOX 66215,"85082 PHOENIX, AZ",,(855) 676-5772,MEDICAID HMO,HCFA1500 12-02,CLAIM-MD
AETNA BETTER HEALTH OF MICHIGAN-MDCR,982963,PO BOX 982963,"79998 EL PASO, TX",,(855) 676-5772,AETNA MEDICARE REPLACEMENT,HCFA1500 12-02,CLAIM-MD
AETNA BETTER HEALTH OF MICHIGAN-MMAI PA,982964,PO BOX 982963,"79998 EL PASO, TX",,(855) 676-5772,MEDICAID MICHIGAN,HCFA1500 12-02,CLAIM-MD
AETNA BETTER HEALTH OF OHIO,65204,PO BOX 982966,"79998 EL PASO, TX",,(855) 364-0974,MEDICAID HMO,HCFA1500 12-02,CLAIM-MD
AETNA BETTER HEALTH OF OHIO-MDCR,65203,PO BOX 64205,"85082 PHOENIX, AZ",,(855) 364-0974,MEDICARE REPLACEMENT,HCFA1500 12-02,CLAIM-MD
AETNA BETTER HEALTH OF OKLAHOMA,98311,PO BOX 983110,"79998 EL PASO, TX",,(844) 365-4385,MEDICAID HMO,HCFA1500 12-02,CLAIM-MD
AETNA BETTER HEALTH OF VIRGINIA,982974,PO BOX 982974,"79998-2974 EL PASO, TX",,,AETNA BETTER HEALTH ,HCFA1500 12-02,
AETNA BETTER HLTH OF ILLINOIS,66545,PO BOX 982970,"79998 EL PASO, TX",,(866) 600-2139,AETNA BETTER HEALTH ,HCFA1500 12-02,CLAIM-MD
AETNA BETTER HLTH-MMAI PA,66548,PO BOX 66545,"85082 PHOENIX, AZ",,(866) 600-2139,MEDICAID HMO,HCFB1500 12-02,CLAIM-MD
AETNA BETTER HLTH-MMAI-MDCR,66547,PO BOX 66545,"85082 PHOENIX, AZ",,(866) 600-2139,AETNA MEDICARE REPLACEMENT,HCFA1500 12-02,CLAIM-MD
AETNA BOILER PLATE,9816B,PO BOX 981106,"79998 EL PASO, TX",,(888) 632-3862,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA COVENTRY,78220,PO BOX 7822,"40742 LONDON, KY",,(888) 365-6052,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA EPO RUSH EMPLOYEE ,79998,PO BOX 981106,"79998 EL PASO, TX",,(888) 632-3862,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA GLOBAL BENEFITS,9814,PO BOX 981543,"79998 EL PASO, TX",,(877) 301-5042,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA GLOBAL BENEFITS,302,PO BOX 30260,"33630 TAMPA, FL",,(800) 414-0596,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA GLOBAL BENEFITS,33630,PO BOX 30545,"33630 TAMPA, FL",,(866) 545-3252,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA HEALTH AND LIFE INS CO,121405,PO BOX 14770 ,"40512 LEXINGTON, KY",,(800) 264-4000,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA HEALTHSCOPE,91612,PO BOX 45321,"79490 LUBBOCK, TX",,(800) 603-9621,AETNA,HCFA1500 12-02,CLAIM-MD
"AETNA INTERNATIONAL, SCA ",501036,PO BOX 30259,"33630 TAMPA, FL",,,AETNA,HCFA1500 12-02,
AETNA LIFE INSURANCE ,2008,800 CRESCENT CENTER DRIVE SUITE 200,"37067 FRANKLIN, TN",,(800) 529-5586,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA LIFE INSURANCE CO,13441,PO BOX 13441,"32591 PENSACOLA, FL",,(800) 557-5078,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA LIFE INSURANCE CO,06515,151 FARMINGTON AVE,"06156 HARTFORD, CT",,(800) 264-4000,AETNA MEDICARE REPLACEMENT,HCFA1500 12-02,CLAIM-MD
AETNA LOCKHEED MARTIN RETIREE,12244,PO BOX 12244,"73157 OKLAHOMA CITY, OK",,,AETNA,HCFA1500 12-02,
AETNA POS/EPO,182082,PO BOX 182082,"43218 COLUMBUS, OH",,,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA PPO,9812,PO BOX 981204,"79998 EL PASO, TX",,,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA PPO,9816,PO BOX 981106,"79998 EL PASO, TX",www.aetna.com,(888) 632-3862,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA PPO RUSH EMPLOYEE,79999,PO BOX 981106,"79998 EL PASO, TX",,(888) 632-3862,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA SENIOR SUPPLEMENTAL INSURANCE,14770,PO BOX 14770,"40512 LEXINGTON, KY",aetnaseniorproducts.com,(800) 264-4000,MEDICARE SECONDARY,HCFA1500 12-02,
AETNA STUDENT HEALTH,1579,PO BOX 15719,"02215 BOSTON, MA",,(877) 261-8402,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA STUDENT HEALTH,157,PO BOX 981106,"79998 EL PASO, TX",,(800) 859-8481,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA STUDENT HEALTH TRAVEL,14101,PO BOX 14101,"40512 LEXINGTON, KY",,(800) 783-7447,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA US HEALTHCARE,2170,PO BOX 2170,"43216 COLUMBUS, OH",,(800) 636-4298,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA US HEALTHCARE,4079,PO BOX 14079,"40512 LEXINGTON, KY",www.aetna.com,(888) 632-3862,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA US HLTHCARE-HMO,1125,PO BOX 14089,"40512 LEXINGTON, KY",www.aetna.com,(800) 624-0756,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA-MEDICARE REPLACEMENT,14089,PO BOX 981106,"79998 EL PASO, TX",www.aetna.com,(800) 624-0756,AETNA MEDICARE REPLACEMENT,HCFA1500 12-02,CLAIM-MD
AETNA-STATE OF IL,9816S,PO BOX 981106,"79998 EL PASO, TX",,(888) 632-3862,AETNA,HCFA1500 12-02,CLAIM-MD
AETNA/HTH WORLDWIDE INS,0259,PO BOX 30259,"33630 TAMPA, FL",,(888) 243-2358,AETNA,HCFA1500 12-02,CLAIM-MD
AFES BENEFITS DEPARTMENT,25160,PO BOX 25160,"73125 OKLAHOMA CITY, OK",,(800) 662-1113,N/A,HCFA1500 12-02,
AFFIANCE CARE,45140,6281 TRI-RIDEG BLVD SUITE 300,"45140 LOVELAND, OH",,(180) 079-4616,WORKERS COMPENSATION,HCFA1500 12-02,
AFFILIATED,02360,2360 HUNTINGTON DR STE 201,"91108 SAN MARINO, CA",,(888) 285-9676,MEDICARE REPLACEMENT,HCFA1500 12-02,
AFFILIATED PHYSICAINS GROUP -IPA,83702,1 WESTBROOK CORP CTR STE 940,"60154 WESTCHESTER, IL",,(877) 226-3676,MEDICAID HMO,HCFA1500 12-02,
AFFILIATED PHYSICIANS,7941,P O BOX 8200,"60154 WESTCHESTER, IL",,(708) 218-9311,AFFILIATED HMO,HCFA1500 12-02,
AFFILIATED PHYSICIANS GROUP,83701,PO BOX 8370,"91750 LA VERNE, CA",,(909) 296-8678,HMO COMMERCIAL,HCFA1500 12-02,
AFFILIATED PHYSICIANS IDPA HMO,P7941,18410 S CROSSING DR  STE A,"60487 TINLEY PARK, IL",,(877) 937-2035,MEDICAID HMO,HCFA1500 12-02,
