MedNet Code,Medicare Modifiers,Bill Medical Direction
45469,NO,NO
96822,NO,NO
1133,NO,NO
52242,NO,NO
0308,NO,NO
779,NO,NO
97403,NO,NO
2727,NO,NO
14642,NO,NO
414,NO,NO
84145,NO,NO
100262,NO,NO
4075,NO,NO
2556,NO,NO
9283,NO,NO
4036,NO,NO
8307,NO,NO
41024,NO,NO
37504,NO,NO
3131,NO,NO
2514,NO,NO
50309,NO,NO
12320,NO,NO
2444,NO,NO
4681,NO,NO
31202,NO,NO
219,NO,NO
26080,NO,NO
13403,NO,NO
200905,NO,NO
10170,NO,NO
441012,NO,NO
47300,NO,NO
10876,NO,NO
80909,NO,NO
9800,NO,NO
36526,NO,NO
1151,NO,NO
1526,NO,NO
31309,NO,NO
606081,NO,NO
151573,NO,NO
559,NO,NO
84322,NO,NO
43617,NO,NO
19012,NO,NO
69004,NO,NO
11201,NO,NO
240849,NO,NO
1572,NO,NO
46383,NO,NO
4228,NO,NO
12110,NO,NO
0183,NO,NO
4235,NO,NO
48393,NO,NO
9080,NO,NO
0452,NO,NO
2607,NO,NO
500471,NO,NO
411,NO,NO
616285,NO,NO
51920,NO,NO
93036,NO,NO
46370,NO,NO
0510,NO,NO
0164,NO,NO
1481,NO,NO
2122,NO,NO
26160,NO,NO
443,NO,NO
22901,NO,NO
12220,NO,NO
1711,NO,NO
7321,NO,NO
0006,NO,NO
37024,NO,NO
11071,NO,NO
997100,NO,NO
1840,NO,NO
9011,NO,NO
4143,NO,NO
580,NO,NO
3313,NO,NO
040,NO,NO
11938,NO,NO
891,NO,NO
6902,NO,NO
981621,NO,NO
98102,NO,NO
15,NO,NO
60010,NO,NO
77155,NO,NO
27109,NO,NO
9926,NO,NO
300445,NO,NO
12744,NO,NO
99164,NO,NO
2193,NO,NO
19390,NO,NO
202401,NO,NO
1738,NO,NO
715,NO,NO
121,NO,NO
037,NO,NO
80920,NO,NO
WC 46124,NO,NO
669WTPA,NO,NO
31000,NO,NO
1987,NO,NO
76099,NO,NO
5395,NO,NO
6478,NO,NO
4770,NO,NO
47708,NO,NO
4467,NO,NO
693,NO,NO
79518,NO,NO
78230,NO,NO
56099,NO,NO
20771,NO,NO
1017,NO,NO
1733,NO,NO
057,NO,NO
4095,NO,NO
145433,NO,NO
2035,NO,NO
1567,NO,NO
9004,NO,NO
3762,NO,NO
3262,NO,NO
599,NO,NO
1918,NO,NO
5470,NO,NO
3101,NO,NO
2530,NO,NO
5735,NO,NO
14109,NO,NO
7240,NO,NO
1247,NO,NO
2349,NO,NO
1882,NO,NO
1611,NO,NO
19035,NO,NO
926169,NO,NO
925309,NO,NO
9244,NO,NO
1066,NO,NO
361,NO,NO
5920,NO,NO
1522,NO,NO
1425,NO,NO
3012,NO,NO
3013,NO,NO
0688,NO,NO
24501,NO,NO
0726,NO,NO
4260,NO,NO
1740,NO,NO
441,NO,NO
1403,NO,NO
045,NO,NO
2535,NO,NO
1752,NO,NO
52522,NO,NO
23321,NO,NO
1311,NO,NO
7060,NO,NO
68071,NO,NO
9229,NO,NO
5345,NO,NO
5371,NO,NO
0902,NO,NO
112700,NO,NO
44515,NO,NO
W5333,NO,NO
10300,NO,NO
8476,NO,NO
2397,NO,NO
9777,NO,NO
H120,NO,NO
0046,NO,NO
7416,NO,NO
1400,NO,NO
2558,NO,NO
3160,NO,NO
2804,NO,NO
33311,NO,NO
33161,NO,NO
3040,NO,NO
1687,NO,NO
11020,NO,NO
641602,NO,NO
06040,NO,NO
63110,NO,NO
0680,NO,NO
98396,NO,NO
1075,NO,NO
1656,NO,NO
2950,NO,NO
0520,NO,NO
606019,NO,NO
24774,NO,NO
9055,NO,NO
85015,NO,NO
74103,NO,NO
0708,NO,NO
84770,NO,NO
400C,NO,NO
42140,NO,NO
6129,NO,NO
2,NO,NO
W14232,NO,NO
3735,NO,NO
2225,NO,NO
18002,NO,NO
0810,NO,NO
983,NO,NO
125100,NO,NO
482261,NO,NO
30377,NO,NO
0850,NO,NO
14548,NO,NO
32114,NO,NO
4759,NO,NO
8000,NO,NO
3889,NO,NO
5608,NO,NO
5202,NO,NO
42,NO,NO
10038,NO,NO
8440,NO,NO
292,NO,NO
4550,NO,NO
52034,NO,NO
5845,NO,NO
1831,NO,NO
11,NO,NO
151057,NO,NO
8242,NO,NO
11007,NO,NO
1320,NO,NO
5400,NO,NO
992043,NO,NO
1530,NO,NO
14833,NO,NO
4277,NO,NO
8076,NO,NO
2608,NO,NO
10306,NO,NO
8003,NO,NO
6965,NO,NO
13032,NO,NO
2076,NO,NO
04147,NO,NO
60N,NO,NO
0342,NO,NO
148,NO,NO
5111,NO,NO
66052,NO,NO
967,NO,NO
2703,NO,NO
211276,NO,NO
25520,NO,NO
30001,NO,NO
4132,NO,NO
1062,NO,NO
4422,NO,NO
13070,NO,NO
8033,NO,NO
40619,NO,NO
35276,NO,NO
10000,NO,NO
4535,NO,NO
61247,NO,NO
0940,NO,NO
69,NO,NO
47306,NO,NO
SNF1100,NO,NO
386,NO,NO
61102,NO,NO
BCCP,NO,NO
16030,NO,NO
10203,NO,NO
1633,NO,NO
2053,NO,NO
7650,NO,NO
57691,NO,NO
54905,NO,NO
6753,NO,NO
0485,NO,NO
32081,NO,NO
2077,NO,NO
40050,NO,NO
0100,NO,NO
2304,NO,NO
0605,NO,NO
77802,NO,NO
141368,NO,NO
19294,NO,NO
15349,NO,NO
33335,NO,NO
97137,NO,NO
93057,NO,NO
0619099,NO,NO
68936,NO,NO
5357,NO,NO
19299,NO,NO
8244,NO,NO
27870,NO,NO
8049,NO,NO
1811,NO,NO
16156,NO,NO
5083,NO,NO
777,NO,NO
3518,NO,NO
06110,NO,NO
28036,NO,NO
982015,NO,NO
2300,NO,NO
10048,NO,NO
27560,NO,NO
0511,NO,NO
0256,NO,NO
6089,NO,NO
3825,NO,NO
14327,NO,NO
568,NO,NO
87208,NO,NO
24000,NO,NO
54532,NO,NO
30794,NO,NO
7069,NO,NO
24096,NO,NO
4164,NO,NO
1008,NO,NO
19570,NO,NO
1401,NO,NO
29136,NO,NO
0237,NO,NO
8713,NO,NO
680185,NO,NO
48098,NO,NO
11318,NO,NO
411243,NO,NO
9954,NO,NO
7241,NO,NO
01711,NO,NO
8357,NO,NO
6173,NO,NO
3340,NO,NO
08001,NO,NO
8030,NO,NO
16016,NO,NO
30356,NO,NO
0240,NO,NO
63126,NO,NO
300231,NO,NO
60552,NO,NO
2989,NO,NO
1185,NO,NO
23011,NO,NO
04145,NO,NO
2401,NO,NO
4735,NO,NO
44077,NO,NO
41620,NO,NO
90448,NO,NO
3424,NO,NO
2635,NO,NO
11337,NO,NO
61999,NO,NO
0607,NO,NO
354,NO,NO
55041,NO,NO
6865,NO,NO
10502,NO,NO
1408,NO,NO
2481,NO,NO
9077,NO,NO
94817,NO,NO
50340,NO,NO
220566,NO,NO
15121,NO,NO
3235,NO,NO
92309,NO,NO
50627,NO,NO
8509,NO,NO
50001,NO,NO
72203,NO,NO
125S,NO,NO
12828,NO,NO
61114,NO,NO
6566,NO,NO
740,NO,NO
57015,NO,NO
8082,NO,NO
1037,NO,NO
8200,NO,NO
0185,NO,NO
5010,NO,NO
79912,NO,NO
1750,NO,NO
109099,NO,NO
0700,NO,NO
033,NO,NO
2801,NO,NO
830249,NO,NO
10821,NO,NO
1809,NO,NO
85375,NO,NO
61120,NO,NO
S6320,NO,NO
7051,NO,NO
445,NO,NO
2814,NO,NO
3163,NO,NO
66924,NO,NO
285038,NO,NO
34209,NO,NO
9000,NO,NO
21472,NO,NO
7821,NO,NO
23500,NO,NO
88017,NO,NO
1864,NO,NO
559002,NO,NO
9860,NO,NO
3990,NO,NO
P100,NO,NO
3300,NO,NO
6649,NO,NO
161,NO,NO
2226,NO,NO
300501,NO,NO
280,NO,NO
09110,NO,NO
940,NO,NO
16207,NO,NO
04133,NO,NO
166,NO,NO
835,NO,NO
11903,NO,NO
70970,NO,NO
890381,NO,NO
836,NO,NO
2048,NO,NO
50704,NO,NO
21740,NO,NO
6046,NO,NO
8610,NO,NO
5404,NO,NO
10284,NO,NO
640,NO,NO
11905,NO,NO
11191,NO,NO
1561,NO,NO
32505,NO,NO
VIC,NO,NO
ORGAN,NO,NO
10021,NO,NO
69336,NO,NO
98257,NO,NO
6497,NO,NO
1130,NO,NO
8648,NO,NO
13590,NO,NO
H3B3K5,NO,NO
5433,NO,NO
981639,NO,NO
2175,NO,NO
753,NO,NO
47810,NO,NO
07002,NO,NO
WC37001,NO,NO
150830,NO,NO
I447,NO,NO
W420420,NO,NO
1135,NO,NO
49204,NO,NO
1598,NO,NO
1243,NO,NO
10500,NO,NO
01454,NO,NO
0450,NO,NO
20528,NO,NO
9988,NO,NO
70187,NO,NO
5201,NO,NO
18625,NO,NO
B4001,NO,NO
0220,NO,NO
2406,NO,NO
8835,NO,NO
60712,NO,NO
28N,NO,NO
W6503,NO,NO
0189,NO,NO
1377,NO,NO
185051,NO,NO
21951,NO,NO
51207,NO,NO
1102,NO,NO
841301,NO,NO
7378,NO,NO
0055,NO,NO
0129,NO,NO
5008,NO,NO
1619,NO,NO
48509,NO,NO
6801855,NO,NO
2978,NO,NO
52076,NO,NO
5817,NO,NO
13800,NO,NO
01570,NO,NO
5108,NO,NO
5541,NO,NO
29045,NO,NO
139,NO,NO
852159,NO,NO
4924,NO,NO
10188,NO,NO
509098,NO,NO
6250,NO,NO
8490,NO,NO
209010,NO,NO
5456,NO,NO
00001,NO,NO
551641,NO,NO
6120,NO,NO
3415,NO,NO
4891,NO,NO
1117,NO,NO
60068,NO,NO
56563,NO,NO
7701,NO,NO
19708,NO,NO
1538,NO,NO
784,NO,NO
1360,NO,NO
2533,NO,NO
357,NO,NO
42071,NO,NO
3950,NO,NO
190118,NO,NO
0477,NO,NO
03101,NO,NO
46012,NO,NO
17518,NO,NO
1196,NO,NO
1577,NO,NO
981610,NO,NO
1776,NO,NO
5353,NO,NO
9107,NO,NO
78180,NO,NO
170,NO,NO
798,NO,NO
051,NO,NO
NSCR,NO,NO
421670,NO,NO
7676666,NO,NO
7200,NO,NO
9604,NO,NO
21,NO,NO
5004,NO,NO
048,NO,NO
1016,NO,NO
19,NO,NO
PAO,NO,NO
1728,NO,NO
3370,NO,NO
15043,NO,NO
12354,NO,NO
7834,NO,NO
39913,NO,NO
W6160,NO,NO
11840,NO,NO
6024,NO,NO
14408,NO,NO
16655,NO,NO
5151,NO,NO
1090,NO,NO
24830,NO,NO
17211,NO,NO
2104,NO,NO
6048,NO,NO
74101,NO,NO
48170,NO,NO
1502,NO,NO
91761,NO,NO
55415,NO,NO
1238,NO,NO
1072,NO,NO
10680,NO,NO
5066,NO,NO
19065,NO,NO
3740,NO,NO
39158,NO,NO
553,NO,NO
02018,NO,NO
39912,NO,NO
15280,NO,NO
1693,NO,NO
733,NO,NO
404,NO,NO
75243,NO,NO
605,NO,NO
6731,NO,NO
19103,NO,NO
350,NO,NO
230,NO,NO
100210,NO,NO
RV395,NO,NO
0126,NO,NO
10100,NO,NO
0458,NO,NO
12589,NO,NO
4919,NO,NO
2680,NO,NO
476,NO,NO
2268,NO,NO
182190,NO,NO
126843,NO,NO
127,NO,NO
1011,NO,NO
261,NO,NO
18470,NO,NO
7490,NO,NO
90192,NO,NO
27300,NO,NO
8044,NO,NO
4314,NO,NO
1048,NO,NO
10855,NO,NO
50830,NO,NO
57501,NO,NO
14370,NO,NO
1923S,NO,NO
0737,NO,NO
4350,NO,NO
60964,NO,NO
6770,NO,NO
13430,NO,NO
4501,NO,NO
68510,NO,NO
2223,NO,NO
2346,NO,NO
79059,NO,NO
106,NO,NO
64981,NO,NO
430,NO,NO
19022,NO,NO
5020,NO,NO
STUDY,NO,NO
131,NO,NO
11550,NO,NO
1618,NO,NO
00710,NO,NO
871,NO,NO
3721,NO,NO
14467,NO,NO
3605,NO,NO
48075,NO,NO
969,NO,NO
3733,NO,NO
60,NO,NO
61701,NO,NO
330N,NO,NO
20208,NO,NO
6050,NO,NO
10713,NO,NO
8021,NO,NO
9183,NO,NO
7002,NO,NO
6163,NO,NO
20456,NO,NO
4489,NO,NO
122,NO,NO
1306,NO,NO
9136,NO,NO
42669,NO,NO
1903,NO,NO
2205,NO,NO
61134,NO,NO
2221,NO,NO
7401,NO,NO
0419,NO,NO
83844,NO,NO
2815,NO,NO
4290,NO,NO
9001,NO,NO
6080,NO,NO
659460,NO,NO
6501,NO,NO
4202100,NO,NO
8234,NO,NO
57117,NO,NO
5031,NO,NO
9232,NO,NO
1644,NO,NO
802,NO,NO
8106,NO,NO
1014,NO,NO
629,NO,NO
0187,NO,NO
01410,NO,NO
64115,NO,NO
2461,NO,NO
0113,NO,NO
38502,NO,NO
15301,NO,NO
1253,NO,NO
50219,NO,NO
00101,NO,NO
10901,NO,NO
123,NO,NO
60008,NO,NO
9251,NO,NO
21555,NO,NO
20012,NO,NO
0781,NO,NO
4633,NO,NO
3309,NO,NO
80111,NO,NO
29446,NO,NO
2549,NO,NO
54845,NO,NO
8790,NO,NO
2011,NO,NO
6738,NO,NO
44153,NO,NO
4324,NO,NO
60448,NO,NO
605219,NO,NO
8150,NO,NO
33582,NO,NO
0630,NO,NO
7820,NO,NO
472,NO,NO
52146,YES,YES
5128,YES,YES
1229,YES,YES
7915,YES,YES
43697,YES,YES
4369,YES,YES
02,NO,NO
2132,YES,YES
211517,NO,NO
1613,NO,NO
3079,NO,NO
092,NO,NO
14208,NO,NO
19753,NO,NO
760,NO,NO
8900,NO,NO
19721,NO,NO
216611,NO,NO
9201,NO,NO
3014,NO,NO
1205,NO,NO
511,NO,NO
2256,NO,NO
140,NO,NO
4312,NO,NO
0143,NO,NO
203,NO,NO
242,NO,NO
06,NO,NO
3092,NO,NO
8301,NO,NO
77,NO,NO
10521,NO,NO
279,NO,NO
168,NO,NO
4096,NO,NO
5946,NO,NO
8215,NO,NO
7830,NO,NO
2034,NO,NO
1248 use 1803,NO,NO
1803,NO,NO
910,NO,NO
646,NO,NO
5071,NO,NO
7374,NO,NO
2947,NO,NO
405,NO,NO
1886,NO,NO
7536,NO,NO
26200,NO,NO
2459,NO,NO
8110,NO,NO
1470,NO,NO
14240,NO,NO
0828,NO,NO
6160,NO,NO
9398,NO,NO
6304,NO,NO
1652,NO,NO
1599,NO,NO
5002,NO,NO
4190,NO,NO
94938,NO,NO
94648,NO,NO
69510,NO,NO
929G,NO,NO
060,NO,NO
13650,NO,NO
86,NO,NO
1035,NO,NO
11039,NO,NO
643,NO,NO
14379,NO,NO
3929,NO,NO
4048,NO,NO
7082,NO,NO
3369,NO,NO
19601,NO,NO
54115,NO,NO
53082,NO,NO
1013,NO,NO
2647,NO,NO
9197,NO,NO
60766,NO,NO
37196,NO,NO
8288,NO,NO
30749,NO,NO
29186,NO,NO
12003,NO,NO
948,NO,NO
94115,NO,NO
2858,NO,NO
8500,NO,NO
77210,NO,NO
7709P,NO,NO
6423,NO,NO
9941,NO,NO
9150,NO,NO
4884,NO,NO
181053,NO,NO
59212,NO,NO
1468,NO,NO
4580,NO,NO
1274,NO,NO
7103,NO,NO
4687,NO,NO
455,NO,NO
7199,NO,NO
23691,NO,NO
7922,NO,NO
0400,NO,NO
3441,NO,NO
71747,NO,NO
7825,NO,NO
28195,NO,NO
7927,NO,NO
79001,NO,NO
067,NO,NO
2942,NO,NO
9185,NO,NO
9165,NO,NO
4458,NO,NO
55342,NO,NO
987,NO,NO
822,NO,NO
7338,NO,NO
1928,NO,NO
2414,NO,NO
46832,NO,NO
9792,NO,NO
8007,NO,NO
211440,NO,NO
909789,NO,NO
24700,NO,NO
5432,NO,NO
93670,NO,NO
4119,NO,NO
073,NO,NO
3175,NO,NO
91604,NO,NO
1602,NO,NO
4203,NO,NO
634,NO,NO
624,NO,NO
022,NO,NO
2877,NO,NO
2806,NO,NO
0146,NO,NO
21690,NO,NO
14006,NO,NO
264011,NO,NO
1195,NO,NO
479,NO,NO
43016,NO,NO
2402,NO,NO
535,NO,NO
4209,NO,NO
12089,NO,NO
894304,NO,NO
46571,NO,NO
PAA-PKG,NO,NO
PRE,NO,NO
30703,NO,NO
BUND,NO,NO
9902,NO,NO
6747,YES,YES
4512,YES,YES
2090,YES,YES
882,YES,YES
10600,YES,YES
0235,YES,YES
11809,YES,YES
13402,YES,YES
1525,YES,YES
232,YES,YES
6040,NO,NO
3389,NO,NO
55121,NO,NO
2561,NO,NO
1945,NO,NO
4100,NO,NO
735,NO,NO
7435,NO,NO
8604,NO,NO
1653,NO,NO
9600,NO,NO
4307,NO,NO
16531,NO,NO
GLAU,NO,NO
670612,NO,NO
2088,NO,NO
WYNN,NO,NO
632510,NO,NO
17255,NO,NO
606125,NO,NO
R6690,NO,NO
EHE,NO,NO
RUSH,NO,NO
4072,NO,NO
519501,NO,NO
3069,NO,NO
KEMB,NO,NO
R60612,NO,NO
4020,NO,NO
601541,NO,NO
3053S,NO,NO
41169,NO,NO
RUSHC,NO,NO
632710,NO,NO
RUSHB,NO,NO
RS60612,NO,NO
17251,NO,NO
ICVP,NO,NO
RUSHO,NO,NO
60612,NO,NO
INSIGHT,NO,NO
3053A,NO,NO
RSTUDY2,NO,NO
606122,NO,NO
140917,NO,NO
R6689,NO,NO
BMOR,NO,NO
RUSHS,NO,NO
RCOS,NO,NO
BERG,NO,NO
606121,NO,NO
3004,NO,NO
RNOV,NO,NO
632610,NO,NO
M60612,NO,NO
519410,NO,NO
RU60612,NO,NO
9111,YES,YES
4071,NO,NO
PACKAGE,NO,NO
BANK,NO,NO
CAA PACKAGE,NO,NO
PRAPKG,NO,NO
5645,NO,NO
4070,NO,NO
S2450,NO,NO
4748,NO,NO
1847,NO,NO
3062,NO,NO
1365,NO,NO
923,NO,NO
2233,NO,NO
10210,NO,NO
1021,NO,NO
6677,NO,NO
4115S,NO,NO
419104S,NO,NO
3620,YES,YES
409,YES,YES
7850,YES,YES
TRAN,NO,NO
69451,YES,YES
089,YES,YES
84985,YES,YES
8976,YES,YES
7985,YES,YES
7981,YES,YES
8923,YES,YES
99727,YES,YES
74003,YES,YES
4085,YES,YES
870141,YES,YES
469064,YES,YES
7702,YES,YES
202160,YES,YES
98164,YES,YES
4278,YES,YES
2920,YES,YES
290552,YES,YES
44109,YES,YES
180,NO,NO
6905,YES,YES
841312,YES,YES
7408,YES,YES
31374,YES,YES
4094,YES,YES
31262,YES,YES
3100,YES,YES
7440,YES,YES
712,YES,YES
3210,YES,YES
30521,YES,YES
69183,YES,YES
30962,YES,YES
84130,YES,YES
30781O,YES,YES
41194,YES,YES
31386,YES,YES
71903,YES,YES
29130,YES,YES
46518,YES,YES
30448,YES,YES
15645,YES,YES
8090,YES,YES
21175,YES,YES
3057,YES,YES
31394,YES,YES
30884,YES,YES
9735,YES,YES
9732,YES,YES
80925,YES,YES
1240,YES,YES
9035,YES,YES
5290,YES,YES
124011,YES,YES
705789,YES,YES
705706,YES,YES
717511,YES,YES
7175111,YES,YES
1690,YES,YES
841302,YES,YES
4289,YES,YES
5230,YES,YES
2174,YES,YES
31359,YES,YES
30968,YES,YES
740835,YES,YES
7558,YES,YES
0266,YES,YES
54650,YES,YES
8095,YES,YES
2847,YES,YES
2838,YES,YES
52733,YES,YES
6904,YES,YES
39026,YES,YES
30787,YES,YES
0543,YES,YES
30530,YES,YES
30533,YES,YES
0541,YES,YES
80541,YES,YES
0542,YES,YES
1610,YES,YES
1097,YES,YES
75086,YES,YES
740803,YES,YES
4098,YES,YES
13999,YES,YES
COVID19,YES,YES
31344,YES,YES
11706,YES,YES
4139,YES,YES
55000,YES,YES
740801,YES,YES
740802,YES,YES
0818,YES,YES
7402,YES,YES
205,YES,YES
303741,YES,YES
0809,YES,YES
740111,YES,YES
0806,YES,YES
30996,YES,YES
30755,YES,YES
3098,YES,YES
518,YES,YES
1077,YES,YES
30551,YES,YES
841111,YES,YES
9760,YES,YES
9815,YES,YES
1054,YES,YES
98150,YES,YES
74037,YES,YES
30526,YES,YES
65974,YES,YES
01200,YES,YES
869,YES,YES
30990,YES,YES
3405,YES,YES
26,YES,YES
740816,YES,YES
06111,YES,YES
145801,YES,YES
8009,YES,YES
21172,YES,YES
30978,YES,YES
20541,YES,YES
9015,YES,YES
30538,YES,YES
12402,YES,YES
930,YES,YES
7406,YES,YES
24,YES,YES
313751,YES,YES
383,YES,YES
30539,YES,YES
52402,YES,YES
52801,YES,YES
30578,YES,YES
29675,YES,YES
30508,YES,YES
5270,YES,YES
31348,YES,YES
6597,YES,YES
489,YES,YES
30883,YES,YES
91164,YES,YES
488,YES,YES
5926,YES,YES
30436,YES,YES
30983,YES,YES
9429,YES,YES
30976,YES,YES
31365,YES,YES
211375,YES,YES
0351,YES,YES
400066,YES,YES
30991,YES,YES
30995,YES,YES
4011,NO,NO
3074,NO,NO
4053,NO,NO
4032,NO,NO
3041,NO,NO
4028,NO,NO
4035,NO,NO
4049,NO,NO
3011,NO,NO
3055,NO,NO
3072,NO,NO
3073,NO,NO
4042,NO,NO
4003,NO,NO
4033,NO,NO
4017,NO,NO
3028,NO,NO
4034,NO,NO
4037,NO,NO
5061,YES,YES
60099,YES,YES
8504,YES,YES
5025,YES,YES
5065,YES,YES
40460,YES,YES
9090,YES,YES
5017,YES,YES
5055,YES,YES
5597,YES,YES
913,YES,YES
66901,NO,NO
10,NO,NO
5215,NO,NO
7026,YES,YES
111,YES,YES
1634,YES,YES
26400,NO,NO
013,NO,NO
810,NO,NO
149200,YES,YES
136,YES,YES
8195,YES,YES
60141,YES,YES
4646,YES,YES
10701,YES,YES
3368,YES,YES
820606,YES,YES
522,YES,YES
5046,YES,YES
3600,YES,YES
202117,YES,YES
3203,YES,YES
7784,YES,YES
VA3001,YES,YES
00800,YES,YES
V1900,YES,YES
8387,YES,YES
6810,YES,YES
312,YES,YES
60197,YES,YES
VA1127,YES,YES
5047,YES,YES
041,YES,YES
606127,YES,YES
2748,YES,YES
30780,YES,YES
7270,YES,YES
606120,YES,YES
5005,YES,YES
1900,YES,YES
9975,YES,YES
37011,YES,YES
4695,YES,YES
1900V,YES,YES
0411,YES,YES
639,YES,YES
80206,YES,YES
780,YES,YES
8031,NO,NO
1483,NO,NO
1187,NO,NO
W9960,NO,NO
8057,NO,NO
2285,YES,YES
999,YES,YES
9259,NO,NO
5309,NO,NO
W10708,YES,NO
W5525,YES,NO
W999,YES,NO
W28005,YES,NO
W4751,YES,NO
W1011,YES,NO
W1MC,YES,NO
W6001,YES,NO
WC209,YES,NO
WC1809,YES,NO
W2929,YES,NO
2733,YES,NO
W6726,YES,NO
WC6400,YES,NO
W2601,YES,NO
W399,YES,NO
W6040,YES,NO
W63366,YES,NO
WC4550,YES,NO
W30016,YES,NO
W2120,YES,NO
W18005,YES,NO
W8611,YES,NO
W1527,YES,NO
W608,YES,NO
W41044,YES,NO
W01400,YES,NO
60623,YES,NO
W1086,YES,NO
W1475,YES,NO
W62864,YES,NO
W3205,YES,NO
4191,YES,NO
W63045,YES,NO
WC61000,YES,NO
W266,YES,NO
W0173,YES,NO
W3009,YES,NO
P1100,YES,NO
0550,YES,NO
3290,YES,NO
W0180,YES,NO
WC106,YES,NO
42575,YES,NO
W2444,YES,NO
W2349,YES,NO
W3808,YES,NO
W10006,YES,NO
WC0225,YES,NO
W10152,YES,NO
W2503,YES,NO
W195,YES,NO
W95079,YES,NO
WC85,YES,NO
W02501,YES,NO
WC1504,YES,NO
1802,YES,NO
WC333,YES,NO
W7156,YES,NO
5540,YES,NO
W850,YES,NO
W5590,YES,NO
W7010,YES,NO
WC3518,YES,NO
WC1110,YES,NO
W500,YES,NO
W120000,YES,NO
W2661,YES,NO
WC1048,YES,NO
W12150,YES,NO
W19,YES,NO
W2804,YES,NO
W4300,YES,NO
WC405232,YES,NO
W4454,YES,NO
W9311,YES,NO
0001,YES,NO
W6550,YES,NO
W821,YES,NO
W4221,YES,NO
W0405,YES,NO
W755,YES,NO
WC1205,YES,NO
W70008,YES,NO
W32016,YES,NO
W5359,YES,NO
W02900,YES,NO
WC10000,YES,NO
W4699,YES,NO
W1839,YES,NO
W811,YES,NO
W5931,YES,NO
W369,YES,NO
W1628,YES,NO
W5010,YES,NO
WC6248,YES,NO
W7034,YES,NO
W7460,YES,NO
W12845,YES,NO
2093,YES,NO
W1736,YES,NO
W2106,YES,NO
W4184,YES,NO
W2322,YES,NO
W761,YES,NO
127W,YES,NO
W1038,YES,NO
23800,YES,NO
W1945,YES,NO
W461,YES,NO
WC60187,YES,NO
W3909,YES,NO
W4060,YES,NO
WC2512,YES,NO
WC906,YES,NO
WC5555,YES,NO
WC803,YES,NO
W5314,YES,NO
W4358,YES,NO
WC819,YES,NO
W14874,YES,NO
W14775,YES,NO
W14991,YES,NO
W14482,YES,NO
W38187,YES,NO
WC4501,YES,NO
W213,YES,NO
W14519,YES,NO
14497,YES,NO
W1117,YES,NO
13002,YES,NO
W14422,YES,NO
W2065,YES,NO
W13380,YES,NO
W8302,YES,NO
W4440,YES,NO
W26003,YES,NO
W12900,YES,NO
W60193,YES,NO
W1639,YES,NO
W3304,YES,NO
W4017,YES,NO
WC60102,YES,NO
W60123,YES,NO
W8807,YES,NO
WC4999,YES,NO
W83799,YES,NO
W1831,YES,NO
W28002,YES,NO
WC404,YES,NO
WC1924,YES,NO
W2971,YES,NO
WC2090,YES,NO
W810,YES,NO
W3403,YES,NO
W529,YES,NO
W250065,YES,NO
W449,YES,NO
WC3117,YES,NO
W2911,YES,NO
W17816,YES,NO
WC503,YES,NO
W21607,YES,NO
W472,YES,NO
W52263,YES,NO
WC976,YES,NO
W55298,YES,NO
235,YES,NO
W609,YES,NO
W6590,YES,NO
W3285,YES,NO
W1440,YES,NO
W4891,YES,NO
W3003S,YES,NO
W9602,YES,NO
W0114,YES,NO
W19011,YES,NO
W1704,YES,NO
W629,YES,NO
W1266,YES,NO
W1827,YES,NO
4753,YES,NO
W10451,YES,NO
W5229,YES,NO
W1022,YES,NO
WC16,YES,NO
W843,YES,NO
163627,YES,NO
W30041,YES,NO
W4545,YES,NO
W5702,YES,NO
W6115,YES,NO
W5773,YES,NO
W55606,YES,NO
W3636,YES,NO
WC10024,YES,NO
WC580,YES,NO
W6510,YES,NO
W028,YES,NO
W1264,YES,NO
6015,YES,NO
1961,YES,NO
W668,YES,NO
W0225,YES,NO
W2469,YES,NO
W2842,YES,NO
13001,YES,NO
W3640,YES,NO
W5105,YES,NO
W550,YES,NO
W988,YES,NO
WC770,YES,NO
W107,YES,NO
WC508,YES,NO
W3620,YES,NO
W40044,YES,NO
WCP100,YES,NO
WC554,YES,NO
W5345,YES,NO
WC2401,YES,NO
W605,YES,NO
W2502,YES,NO
W286,YES,NO
W14151,YES,NO
W1525,YES,NO
W2005,YES,NO
WC433,YES,NO
W14208,YES,NO
WC6587,YES,NO
WC2020,YES,NO
W1220,YES,NO
03466,YES,NO
W1818,YES,NO
W2230,YES,NO
W181,YES,NO
W6011,YES,NO
W6010,YES,NO
W021,YES,NO
WC651,YES,NO
W1575,YES,NO
WC5100,YES,NO
WC230,YES,NO
W9455,YES,NO
W32256,YES,NO
W3152,YES,NO
W49000,YES,NO
WC11415,YES,NO
W75,YES,NO
W2280,YES,NO
WC1701,YES,NO
W6145,YES,NO
W176,YES,NO
W4235,YES,NO
W28170,YES,NO
WC1739,YES,NO
W056,YES,NO
WC1800,YES,NO
WC64,YES,NO
WC5515,YES,NO
W5034,YES,NO
W1750,YES,NO
WC284,YES,NO
W58506,YES,NO
W6361,YES,NO
W623,YES,NO
W5013,YES,NO
W4202,YES,NO
W1223,YES,NO
W429540,YES,NO
W10315,YES,NO
W3406,YES,NO
W7111,YES,NO
WC4100,YES,NO
W2975,YES,NO
WC125,YES,NO
W20154,YES,NO
6080411,YES,NO
W40506,YES,NO
